0,0,0,2.018506018,5,0.397887358
0,0,0,2.018506018,5,0.397887358
0.000872695,0,0,2.018603295,5.00048194,0.397925709
0.001745259,0,0,2.018700579,5.000963935,0.397964065
0.002617689,0,0,2.01879787,5.001445989,0.398002426
0.011334883,0,0,2.01977114,5.006269581,0.398386275
0.020038832,0,0,2.020745089,5.011098869,0.398770578
0.028729463,0,0,2.021719723,5.015933884,0.399155336
0.037406763,0,0,2.022695042,5.020774628,0.39954055
0.123453047,4.309728931,4.189325358,2.032484948,5.069493651,0.403417487
0.208187381,4.309728931,4.189325358,2.042339937,5.118774139,0.407339103
0.29162769,4.309728931,4.189325358,2.052257155,5.16860644,0.411304632
0.373792554,4.309728931,4.189325358,2.062233733,5.218980574,0.415313278
0.85812057,4.309728931,4.189325358,2.125573025,5.544494632,0.441216864
1.297802876,4.309728931,4.189325358,2.190510707,5.888445609,0.468587613
1.69672559,4.309728931,4.189325358,2.256537491,6.248776828,0.49726186
2.058422982,4.309728931,4.189325358,2.323235481,6.62363467,0.5270921
2.386112152,4.309728931,4.189325358,2.39026359,7.011347614,0.557945315
3.092976518,4.309728931,4.189325358,2.562403753,8.057587511,0.641202441
3.636471268,4.309728931,4.189325358,2.731695438,9.157448017,0.728726559
4.050479148,4.309728931,4.189325358,2.89627669,10.29413846,0.81918151
4.361991172,4.309728931,4.189325358,3.055168591,11.45460898,0.91152882
4.592541647,4.309728931,4.189325358,3.207924889,12.62868962,1.004959189
4.759229171,4.309728931,4.189325358,3.354426397,13.808498,1.098845357
4.937163886,4.309728931,4.189325358,3.596255908,15.87124823,1.262993804
5.012834467,4.309728931,4.189325358,3.820322737,17.91059501,1.425279865
5.021063116,4.309728931,4.189325358,4.028223579,19.91301597,1.584627462
4.985515748,4.309728931,4.189325358,4.221591414,21.87068085,1.740413483
4.922351986,4.309728931,4.189325358,4.401937384,23.77922129,1.892290306
4.842264453,4.309728931,4.189325358,4.570611601,25.63648875,2.040086954
4.701403815,4.309728931,4.189325358,4.810521378,28.39842179,2.259874602
4.55104081,4.309728931,4.189325358,5.029192049,31.03890187,2.46999733
4.398417536,4.309728931,4.189325358,5.229672138,33.56285006,2.670846746
4.247819346,4.309728931,4.189325358,5.41444002,35.97634187,2.862906321
4.101679843,4.309728931,4.189325358,5.585492002,38.2853636,3.046652432
3.960973345,4.309728931,4.189325358,5.744443127,40.49540768,3.222522153
3.678855874,4.309728931,4.189325358,6.050421848,44.92428964,3.574961381
3.420445255,4.309728931,4.189325358,6.316946204,48.96934151,3.896856381
3.183391125,4.309728931,4.189325358,6.55126068,52.66955739,4.191310205
2.966461495,4.309728931,4.189325358,6.758871718,56.060674,4.46116669
2.768089729,4.309728931,4.189325358,6.944036707,59.1744082,4.708949784
2.586204755,4.309728931,4.189325358,7.110010509,62.03694354,4.936743109
2.188372241,4.309728931,4.189325358,7.461384062,68.32013214,5.436743371
1.864074285,4.309728931,4.189325358,7.735417553,73.43065982,5.843426243
1.600043611,4.309728931,4.189325358,7.951769313,77.59566369,6.17486672
1.385545335,4.309728931,4.189325358,8.12437669,81.00093095,6.445849278
1.209985029,4.309728931,4.189325358,8.263335189,83.79549033,6.668233247
1.065540657,4.309728931,4.189325358,8.37588833,86.09375786,6.851123566
1.035622465,4.309728931,4.189325358,8.399060318,86.57077546,6.889083421
1.035622465,4.309728931,4.189325358,8.399060318,86.57077546,6.889083421
1.022166833,4.309728931,4.189325358,8.413982175,86.87865377,6.913583598
1.013875889,4.309728931,4.189325358,8.428556745,87.17989417,6.937555548
1.008721772,4.309728931,4.189325358,8.442844041,87.47570297,6.961095264
1.00383286,4.309728931,4.189325358,8.46890178,88.01650096,7.004130601
1.001638136,4.309728931,4.189325358,8.494189658,88.5429148,7.046021283
1.000699631,4.309728931,4.189325358,8.518759412,89.05588286,7.086841984
1.000389317,4.309728931,4.189325358,8.578510472,90.30955012,7.186605655
1.000436887,4.309728931,4.189325358,8.634346688,91.48899827,7.280463157
1.000459613,4.309728931,4.189325358,8.686503319,92.59763342,7.368685538
0.999452505,4.309728931,4.189325358,8.822341076,95.5163229,7.600947468
0.999135455,4.309728931,4.189325358,8.934422143,97.95866202,7.795302639
0.999157383,4.309728931,4.189325358,9.02691509,99.99738019,7.957538677
0.999215484,4.309728931,4.189325358,9.103485063,101.7010122,8.093109404
0.999872939,4.309728931,4.189325358,9.12747837,102.2378087,8.135826309
0.999979421,4.309728931,4.189325358,9.149972776,102.7423538,8.175976738
0.999998842,4.309728931,4.189325358,9.171092999,103.2172068,8.213764336
1.000000549,4.309728931,4.189325358,9.190899142,103.6635096,8.249279984
